Genes,Clinical_Importance_level,Transmissibility_level,Mobility_level,Pathogenic_level,Clinial_Importance_score,Transmissbilitty_score,Mobility_score,Pathogenic_score,Final_Risk_score
nmcr,Critically Important,Not Defined,Medium,Very High,28.4,0.0,14.2,24.8,67.4
oxa-100,Critically Important,Not Defined,Medium,Very High,28.4,0.0,14.2,24.8,67.4
oxa-109,Critically Important,Not Defined,Medium,Very High,28.4,0.0,14.2,24.8,67.4
oxa-113,Critically Important,Not Defined,Medium,Very High,28.4,0.0,14.2,24.8,67.4
oxa-144,Critically Important,Not Defined,Medium,Very High,28.4,0.0,14.2,24.8,67.4
oxa-160,Critically Important,Not Defined,Medium,Very High,28.4,0.0,14.2,24.8,67.4
oxa-67,Critically Important,Not Defined,Medium,Very High,28.4,0.0,14.2,24.8,67.4
rmtg,Critically Important,Not Defined,Medium,Very High,28.4,0.0,14.2,24.8,67.4
shv-31,Critically Important,Not Defined,Medium,Very High,28.4,0.0,14.2,24.8,67.4
veb-9,Critically Important,Not Defined,Medium,Very High,28.4,0.0,14.2,24.8,67.4
lnua,Highly Important,Low,High,High,21.8,6.1,19.7,19.9,67.5
adef,Critically Important,Very High,Medium,Very Low,28.4,21.6,14.2,3.5,67.7
corynebacterium striatum teta,Critically Important,Very High,Medium,Very Low,28.4,21.6,14.2,3.5,67.7
erm(45),Critically Important,Very High,Medium,Very Low,28.4,21.6,14.2,3.5,67.7
ermg,Critically Important,Very High,Medium,Very Low,28.4,21.6,14.2,3.5,67.7
ermq,Critically Important,Very High,Medium,Very Low,28.4,21.6,14.2,3.5,67.7
lsac,Critically Important,Very High,Medium,Very Low,28.4,21.6,14.2,3.5,67.7
poxta,Critically Important,Very High,Medium,Very Low,28.4,21.6,14.2,3.5,67.7
tet(x),Critically Important,Very High,Medium,Very Low,28.4,21.6,14.2,3.5,67.7
vanf,Critically Important,Very High,Medium,Very Low,28.4,21.6,14.2,3.5,67.7
vanh gene in vanf cluster,Critically Important,Very High,Medium,Very Low,28.4,21.6,14.2,3.5,67.7
vanw gene in vanb cluster,Critically Important,Very High,Medium,Very Low,28.4,21.6,14.2,3.5,67.7
vany gene in vanb cluster,Critically Important,Very High,Medium,Very Low,28.4,21.6,14.2,3.5,67.7
vany gene in vanf cluster,Critically Important,Very High,Medium,Very Low,28.4,21.6,14.2,3.5,67.7
aac(6')-iaf,Critically Important,Not Defined,High,High,28.4,0.0,19.7,19.9,68.0
apha15,Critically Important,Not Defined,High,High,28.4,0.0,19.7,19.9,68.0
carb-4,Critically Important,Not Defined,High,High,28.4,0.0,19.7,19.9,68.0
ges-1,Critically Important,Not Defined,High,High,28.4,0.0,19.7,19.9,68.0
imp-8,Critically Important,Not Defined,High,High,28.4,0.0,19.7,19.9,68.0
mcr-5.1,Critically Important,Not Defined,High,High,28.4,0.0,19.7,19.9,68.0
ndm-9,Critically Important,Not Defined,High,High,28.4,0.0,19.7,19.9,68.0
oxa-4,Critically Important,Not Defined,High,High,28.4,0.0,19.7,19.9,68.0
per-7,Critically Important,Not Defined,High,High,28.4,0.0,19.7,19.9,68.0
tet(x4),Critically Important,Not Defined,High,High,28.4,0.0,19.7,19.9,68.0
vans gene in vana cluster,Critically Important,Not Defined,High,High,28.4,0.0,19.7,19.9,68.0
cmy-151,Highly Important,Very High,Not Defined,Very High,21.8,21.6,0.0,24.8,68.2
limosilactobacillus reuteri cat-tc,Highly Important,Very High,Not Defined,Very High,21.8,21.6,0.0,24.8,68.2
tetr,Highly Important,Very High,Not Defined,Very High,21.8,21.6,0.0,24.8,68.2
dfra1,Marginally Important,High,Very High,Very High,0.0,18.3,25.2,24.8,68.3
vanx gene in vanb cluster,Critically Important,Low,Medium,High,28.4,6.1,14.2,19.9,68.6
catb11,Highly Important,Very Low,High,Very High,21.8,3.05,19.7,24.8,69.35
flor,Highly Important,Very Low,High,Very High,21.8,3.05,19.7,24.8,69.35
apma,Critically Important,Very High,Not Defined,High,28.4,21.6,0.0,19.9,69.9
cfr(b),Critically Important,Very High,Not Defined,High,28.4,21.6,0.0,19.9,69.9
ec-8,Critically Important,Very High,Not Defined,High,28.4,21.6,0.0,19.9,69.9
escherichia coli cyaa with mutation conferring resistance to fosfomycin,Critically Important,Very High,Not Defined,High,28.4,21.6,0.0,19.9,69.9
kdpd,Critically Important,Very High,Not Defined,High,28.4,21.6,0.0,19.9,69.9
mefh,Critically Important,Very High,Not Defined,High,28.4,21.6,0.0,19.9,69.9
norc,Critically Important,Very High,Not Defined,High,28.4,21.6,0.0,19.9,69.9
oxa-347,Critically Important,High,High,Very Low,28.4,18.3,19.7,3.5,69.9
sdrm,Critically Important,Very High,Not Defined,High,28.4,21.6,0.0,19.9,69.9
staphylococcus aureus glpt with mutation conferring resistance to fosfomycin,Critically Important,Very High,Not Defined,High,28.4,21.6,0.0,19.9,69.9
staphylococcus aureus mura with mutation conferring resistance to fosfomycin,Critically Important,Very High,Not Defined,High,28.4,21.6,0.0,19.9,69.9
vanx gene in vana cluster,Critically Important,High,High,Very Low,28.4,18.3,19.7,3.5,69.9
oxa-50,Critically Important,High,Very Low,High,28.4,18.3,3.5,19.9,70.1
tet(38),Highly Important,Very High,Low,High,21.8,21.6,7.1,19.9,70.4
adc-31,Critically Important,Very Low,Medium,Very High,28.4,3.05,14.2,24.8,70.45
oxa-51,Critically Important,Very Low,Medium,Very High,28.4,3.05,14.2,24.8,70.45
shv-1,Critically Important,Very Low,Medium,Very High,28.4,3.05,14.2,24.8,70.45
aada6,Critically Important,Very Low,High,High,28.4,3.05,19.7,19.9,71.05
fosa4,Critically Important,Very Low,High,High,28.4,3.05,19.7,19.9,71.05
vana,Critically Important,Very Low,High,High,28.4,3.05,19.7,19.9,71.05
maca,Critically Important,Very High,Medium,Low,28.4,21.6,14.2,7.0,71.2
aada1,Critically Important,High,Not Defined,Very High,28.4,18.3,0.0,24.8,71.5
act-19,Critically Important,High,Not Defined,Very High,28.4,18.3,0.0,24.8,71.5
act-51,Critically Important,High,Not Defined,Very High,28.4,18.3,0.0,24.8,71.5
act-78,Critically Important,High,Not Defined,Very High,28.4,18.3,0.0,24.8,71.5
crcb,Critically Important,High,Not Defined,Very High,28.4,18.3,0.0,24.8,71.5
fosa1,Critically Important,High,Not Defined,Very High,28.4,18.3,0.0,24.8,71.5
qnrb76,Critically Important,High,Not Defined,Very High,28.4,18.3,0.0,24.8,71.5
rsma,Critically Important,High,Not Defined,Very High,28.4,18.3,0.0,24.8,71.5
shv-16,Critically Important,High,Not Defined,Very High,28.4,18.3,0.0,24.8,71.5
srt-1,Critically Important,High,Not Defined,Very High,28.4,18.3,0.0,24.8,71.5
dfra14,Marginally Important,Very High,Very High,Very High,0.0,21.6,25.2,24.8,71.6
dfra5,Marginally Important,Very High,Very High,Very High,0.0,21.6,25.2,24.8,71.6
cmy-66,Highly Important,Very High,Very Low,Very High,21.8,21.6,3.5,24.8,71.7
catb3,Highly Important,Not Defined,Very High,Very High,21.8,0.0,25.2,24.8,71.8
cmla1,Highly Important,Not Defined,Very High,Very High,21.8,0.0,25.2,24.8,71.8
cmla5,Highly Important,Not Defined,Very High,Very High,21.8,0.0,25.2,24.8,71.8
cmla6,Highly Important,Not Defined,Very High,Very High,21.8,0.0,25.2,24.8,71.8
cati,Highly Important,Low,High,Very High,21.8,6.1,19.7,24.8,72.4
msba,Important,Very High,Medium,Very High,12.2,21.6,14.2,24.8,72.8
aac(3)-ia,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
aac(3)-ic,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
aac(3)-id,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
aac(3)-iie,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
aac(6')-ib3,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
aada11,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
aada15,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
acc-1,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
aph(3')-via,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
aph(4)-ia,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
arma,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
arr-7,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
brp(mbl),Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
ctx-m-1,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
ctx-m-11,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
ctx-m-15,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
ctx-m-3,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
ctx-m-64,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
ctx-m-65,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
ctx-m-9,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
dha-1,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
dim-1,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
ereb,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
ges-11,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
ges-19,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
imp-13,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
imp-18,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
imp-45,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
kpc-14,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
kpc-3,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
kpc-4,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
kpc-6,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
mcr-1.1,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
mcr-3.1,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
mcr-3.4,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
mcr-3.5,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
mcr-8.1,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
mef(b),Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
mpha,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
ndm-1,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
ndm-5,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
ndm-6,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
ndm-7,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
oxa-163,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
oxa-164,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
oxa-35,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
oxa-48,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
oxa-56,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
oxa-90,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
oxa-96,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
qepa4,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
qnrb10,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
qnrb13,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
qnrb17,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
qnrb4,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
qnrb6,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
rmtb,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
rmtc,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
rmtf,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
shv-18,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
shv-5,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
shv-7,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
tem-10,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
tem-135,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
tem-169,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
tem-176,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
tem-190,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
tem-198,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
tem-30,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
tem-33,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
tem-40,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
tem-57,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
veb-5,Critically Important,Not Defined,High,Very High,28.4,0.0,19.7,24.8,72.9
aci-1,Critically Important,Very High,High,Very Low,28.4,21.6,19.7,3.5,73.2
ermf,Critically Important,Very High,High,Very Low,28.4,21.6,19.7,3.5,73.2
ermx,Critically Important,Very High,High,Very Low,28.4,21.6,19.7,3.5,73.2
fosb3,Critically Important,Very High,High,Very Low,28.4,21.6,19.7,3.5,73.2
lsae,Critically Important,Very High,High,Very Low,28.4,21.6,19.7,3.5,73.2
vanh gene in vana cluster,Critically Important,Very High,High,Very Low,28.4,21.6,19.7,3.5,73.2
vany gene in vana cluster,Critically Important,Very High,High,Very Low,28.4,21.6,19.7,3.5,73.2
ant(4')-ia,Critically Important,Very High,Very Low,High,28.4,21.6,3.5,19.9,73.4
aac(6')-ib',Critically Important,Low,Medium,Very High,28.4,6.1,14.2,24.8,73.5
aac(6')-ib4,Critically Important,Not Defined,Very High,High,28.4,0.0,25.2,19.9,73.5
ges-5,Critically Important,Not Defined,Very High,High,28.4,0.0,25.2,19.9,73.5
imp-1,Critically Important,Not Defined,Very High,High,28.4,0.0,25.2,19.9,73.5
imp-4,Critically Important,Not Defined,Very High,High,28.4,0.0,25.2,19.9,73.5
oxa-101,Critically Important,Not Defined,Very High,High,28.4,0.0,25.2,19.9,73.5
vim-4,Critically Important,Not Defined,Very High,High,28.4,0.0,25.2,19.9,73.5
acinetobacter baumannii abaq,Critically Important,High,Low,High,28.4,18.3,7.1,19.9,73.7
acinetobacter baumannii amva,Critically Important,High,Low,High,28.4,18.3,7.1,19.9,73.7
efra,Critically Important,High,Low,High,28.4,18.3,7.1,19.9,73.7
msrc,Critically Important,High,Low,High,28.4,18.3,7.1,19.9,73.7
pseudomonas aeruginosa soxr,Critically Important,High,Low,High,28.4,18.3,7.1,19.9,73.7
vanr gene in vana cluster,Critically Important,Low,High,High,28.4,6.1,19.7,19.9,74.1
tet(k),Highly Important,High,Medium,High,21.8,18.3,14.2,19.9,74.2
aac(6')-ie-aph(1'')-ia bifunctional protein,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
act-69,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
ant(1'')-ia,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
aph(1'')-iia,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
arnt,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
ec-13,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
ec-14,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
ec-15,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
ec-18,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
ec-19,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
ec-5,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
eptb,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
escherichia coli acrr with mutation conferring multidrug antibiotic resistance,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
escherichia coli glpt with mutation conferring resistance to fosfomycin,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
escherichia coli gyra conferring resistance to fluoroquinolones,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
escherichia coli parc conferring resistance to fluoroquinolones,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
escherichia coli ptsi with mutation conferring resistance to fosfomycin,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
escherichia coli soxr with mutation conferring antibiotic resistance,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
escherichia coli soxs with mutation conferring antibiotic resistance,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
escherichia coli uhpt with mutation conferring resistance to fosfomycin,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
fosa7.5,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
haemophilus influenzae pbp3 conferring resistance to beta-lactam antibiotics,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
lap-1,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
len-14,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
leuo,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
lptd,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
mrx,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
ompa,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
oxa-847,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
oxa-916,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
qnrb35,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
qnrs1,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
shv-53,Critically Important,Very High,Not Defined,Very High,28.4,21.6,0.0,24.8,74.8
ling,Highly Important,Very Low,Very High,Very High,21.8,3.05,25.2,24.8,74.85
act-7,Critically Important,High,Very Low,Very High,28.4,18.3,3.5,24.8,75.0
emrk,Highly Important,Very High,Low,Very High,21.8,21.6,7.1,24.8,75.3
emry,Highly Important,Very High,Low,Very High,21.8,21.6,7.1,24.8,75.3
aac(6')-ian,Critically Important,Very Low,High,Very High,28.4,3.05,19.7,24.8,75.95
aada7,Critically Important,Very Low,High,Very High,28.4,3.05,19.7,24.8,75.95
mphe,Critically Important,Very Low,High,Very High,28.4,3.05,19.7,24.8,75.95
msre,Critically Important,Very Low,High,Very High,28.4,3.05,19.7,24.8,75.95
oxa-181,Critically Important,Very Low,High,Very High,28.4,3.05,19.7,24.8,75.95
aada13,Critically Important,Very Low,Very High,High,28.4,3.05,25.2,19.9,76.55
mepa,Critically Important,Very High,Low,High,28.4,21.6,7.1,19.9,77.0
mepr,Critically Important,Very High,Low,High,28.4,21.6,7.1,19.9,77.0
mgra,Critically Important,Very High,Low,High,28.4,21.6,7.1,19.9,77.0
staphylococcus aureus lmrs,Critically Important,Very High,Low,High,28.4,21.6,7.1,19.9,77.0
staphylococcus aureus nora,Critically Important,Very High,Low,High,28.4,21.6,7.1,19.9,77.0
vanw gene in vang cluster,Critically Important,Very High,Low,High,28.4,21.6,7.1,19.9,77.0
shv-108,Critically Important,Very High,Very Low,Very High,28.4,21.6,3.5,24.8,78.3
aac(3)-ib,Critically Important,Not Defined,Very High,Very High,28.4,0.0,25.2,24.8,78.4
aac(6')-i33,Critically Important,Not Defined,Very High,Very High,28.4,0.0,25.2,24.8,78.4
aac(6')-ib,Critically Important,Not Defined,Very High,Very High,28.4,0.0,25.2,24.8,78.4
aac(6')-ib10,Critically Important,Not Defined,Very High,Very High,28.4,0.0,25.2,24.8,78.4
aac(6')-ib9,Critically Important,Not Defined,Very High,Very High,28.4,0.0,25.2,24.8,78.4
aac(6')-iic,Critically Important,Not Defined,Very High,Very High,28.4,0.0,25.2,24.8,78.4
aac(6')-il,Critically Important,Not Defined,Very High,Very High,28.4,0.0,25.2,24.8,78.4
aada,Critically Important,Not Defined,Very High,Very High,28.4,0.0,25.2,24.8,78.4
aada10,Critically Important,Not Defined,Very High,Very High,28.4,0.0,25.2,24.8,78.4
aada16,Critically Important,Not Defined,Very High,Very High,28.4,0.0,25.2,24.8,78.4
arr-3,Critically Important,Not Defined,Very High,Very High,28.4,0.0,25.2,24.8,78.4
fox-5,Critically Important,Not Defined,Very High,Very High,28.4,0.0,25.2,24.8,78.4
oxa-10,Critically Important,Not Defined,Very High,Very High,28.4,0.0,25.2,24.8,78.4
oxa-9,Critically Important,Not Defined,Very High,Very High,28.4,0.0,25.2,24.8,78.4
veb-1,Critically Important,Not Defined,Very High,Very High,28.4,0.0,25.2,24.8,78.4
vim-1,Critically Important,Not Defined,Very High,Very High,28.4,0.0,25.2,24.8,78.4
vim-6,Critically Important,Not Defined,Very High,Very High,28.4,0.0,25.2,24.8,78.4
aac(6')-ic,Critically Important,High,Low,Very High,28.4,18.3,7.1,24.8,78.6
